age,income,existing_debt,credit_amount,credit_history_len,num_loans,num_defaults,employment_years,target
1.1639827687666922,63471.05510973293,2591.664704092219,30880.975620253004,0.27619348377625796,-1.3320948247993096,-0.7374889828131256,-0.6215353813208937,0
-1.6631948657444025,93838.7932119672,1819.0442599969704,28326.940568932907,0.4408620152417606,0.38309693870883943,-0.40722026089566304,-0.8293639245595508,0
-0.05178754175845008,87180.29069168003,3533.7792506462656,22365.554589570907,1.3147580220990207,-2.074971492475968,-0.614251576892016,-0.7463509370188219,1
-0.9674567099939834,81950.67964996614,2865.7805339184047,36649.620115055506,1.2504592442515547,-0.4285655852563188,-0.3404713827371584,-2.424708108743826,0
1.0959451425570628,63493.143003321195,2669.7576265279276,33732.11882758035,1.534225768306221,-1.3291479841342078,-0.010186374692390768,-0.10737889288694225,0
-1.8634513208767436,93697.40981582984,2147.5321199154982,19854.85812483393,0.17730113500910716,0.9073157895444581,0.23852140700124552,-0.25022452246150917,1
0.6255121555450027,55269.04990092098,3471.5793651017552,15049.808321411649,0.4571415891965329,-0.1729877443389719,1.447153052682686,-1.0961976171710415,0
-2.7202410497638407,98250.45037195485,3087.9471562570047,31531.833521539294,-1.9669058628261014,3.326089726563474,-0.9275694379583478,0.964202377913763,1
-0.675859056601275,75430.6436439493,4067.5222296117176,9470.365883430492,1.155618228207666,-0.42829836791298015,1.5539954042877029,-1.5992974248005765,1
-3.341705394191522,86578.38019255637,4746.073843398448,32608.35959150028,2.591666659198907,3.0647645220629722,2.8288874520210645,-1.573723265226442,0
-0.7257427068475628,91350.4402997055,3643.4551312771564,17305.306670552523,-0.05801223640243447,-1.1824965629871753,-0.8882811645367267,-1.1727832905420004,1
0.32368049333141974,75481.04807720063,3383.8609576062167,30038.000412455305,0.9208512857576144,-2.2895625181495287,-1.0159062826468126,-3.0178187731827792,0
-1.0143644487063144,74327.25145087313,2538.6169880415296,44728.96283041149,-0.10925058660528064,1.3630608860973752,-0.6331003041881585,-1.4710292563234346,0
-2.453511585238612,106355.04826420973,2588.7878913188742,12327.36547574968,0.5574926098626132,0.46491567310303705,0.3344564993750554,-0.180494923235209,0
0.8142187348411336,70576.85910729168,2860.6509355367716,21134.156389291893,-0.3027892995411554,-2.4187650919878534,-1.2672510185186303,-2.9471723131861696,0
1.9676806178152662,44196.95892182441,3883.245274744479,27621.178197700756,1.781715233686215,-1.9430135457922393,0.9720049370417079,-1.9776888454424373,0
-0.640948920878158,85457.67915734596,5308.873087148474,42197.35981016289,-3.93082575234467,1.611121286530662,-3.691988610858956,0.5092480715251939,1
-0.951281748479782,86412.19580660514,4701.47746940827,21677.59565281691,0.11515332688746915,0.15595990529040593,-0.14678567175018864,-0.12806605461241016,0
1.6251752038374088,64320.43164259093,3810.7140318240554,31446.418638444742,0.11784575476612069,-2.3384776273819092,-1.4979288194194085,-1.0762770269041886,0
-0.7466031714722583,86063.8117551559,3018.484297357312,23962.418719699035,-1.8009293038721912,1.16226441407329,-1.230542352551509,1.5015658402648198,1
-1.3138032363794014,67346.68479621146,2643.7486993536463,32674.921857847636,1.4505858813920476,1.8948642111319123,1.8855908280186031,-1.359238200524553,0
-1.5916110046231113,83726.5973126968,4497.356081505735,32996.013218061074,2.0200855583860338,0.4602776264710837,0.9125143436212575,-1.7299451364777636,0
-0.7494683982589344,78937.59719238174,4609.725010711998,18575.285694184007,1.4559013415429918,0.09612502558838498,1.2767115811803607,-0.05613864655944023,1
-1.6110795207620088,68368.08171630857,2224.4226540014547,44261.07644504162,2.3973322340892853,2.25481900373501,2.010055524626823,-1.310418961830102,0
1.5066735949620735,64281.604986152845,3822.2041108788176,23095.16478881071,-1.0068277419338458,-1.2781432112835056,-1.2536302776862063,0.4897439059048396,0
0.3623558988569974,65132.99110573451,4032.248782456674,21531.872429249008,0.8555735708447851,-0.41293235138537476,0.8070441627746556,-0.47875993714450915,0
0.6696795555873246,64681.69691928241,4126.734835296894,17758.893846966006,0.04666162019083819,-0.3394344157224033,0.4497584079700774,0.41244062062892195,0
-1.6172108211194736,85726.34100220751,4977.8652308480505,29629.938790158703,0.4020198850604392,1.4420953547730648,0.3346660373544942,-0.08639960264591218,0
-1.3547321655482403,93325.9731379444,3557.7716470727696,30138.52745336399,-1.6550904792560543,1.454380280901566,-1.5777554381368986,1.2241682470785946,1
-2.453103682156541,100950.8711290089,2501.618537016859,7121.194075832506,-2.0352599293159424,1.2077031394180096,-0.5782653233842155,-1.2902098879475319,1
-2.719385581884723,105257.03450613416,2109.548427402341,13708.092349073646,-2.5141037626726335,2.0204253021772485,-1.1059368255348698,-0.11006256527399172,1
-0.011551463994023828,71467.20399698263,4978.1879245139235,33514.3194842526,-0.9117585709582458,0.766666854894242,-0.8789816834982721,0.42831873440527346,1
0.30099742097327953,59155.53153412424,2144.0959195097216,37573.24726958073,-2.5621292284663326,1.9951529877885348,-1.244821871647185,0.4099982958758468,1
-1.7983805068065992,94616.9912408004,4920.411147495225,24551.10221156362,-0.01582115101387993,1.0622639839036339,-0.1870120275392704,0.23728148446796693,1
-0.9992000933095,78772.3432459313,5012.18015859684,30791.378518641704,1.9700749743757053,0.05430850791773045,0.9181645434393294,-1.365969510638043,0
-1.1055282228495538,92410.66071144535,3096.96580130089,34088.48106207055,-0.41910514143402233,0.8491051731861106,-1.2467240471666359,1.308309075587264,0
-0.9107514332098658,84405.48577792442,4364.6393110034305,34683.75053760294,0.7056458043460865,-0.33844484201985336,-0.6922124591055799,-1.7321318461307162,0
-1.1732403617342244,81340.78989581332,5261.502925779384,23225.495685013433,0.8213797279592614,1.330147973309912,1.0827749379042937,1.022234807766545,1
-0.570791216727684,70793.027508353,2453.1466589564407,24274.72061299175,0.8963821905220553,0.5868141446121928,1.082154779480336,-0.6882368189305841,0
-0.8860075574809699,96047.25442438971,2444.233092212716,14448.540777712398,0.783415585468772,-2.2420666851182283,-0.7715630941370184,-2.5071902179865404,1
1.319210386803934,92448.47026076238,4019.0537558053866,29013.797869902493,-2.438014174329374,-2.2728050413769303,-4.384845819414874,2.507201513972309,0
1.6694143543442161,80357.54973493234,4553.615216235419,24192.875703931284,-0.9473119271468011,-3.558706922263569,-3.116933108078938,-0.5652734813980805,0
0.26453617325583617,67464.70853479781,2094.9108191230935,31985.94184769407,-0.20874826794179135,-0.25274308980928106,-0.6239481883896851,-1.1913610848946963,0
1.6207438420229703,47599.42970320667,5112.424955600793,26181.763829753767,1.2333654766190476,-0.7647663295954645,1.133252422277624,-0.16403910222479856,0
0.4627331127064672,38568.78639328608,5215.49509790829,32517.973522407425,3.5399595078499364,1.0815496497495967,3.923443344884106,-1.1588452631611756,0
-0.1670845809426409,74041.83293801884,4100.184326694612,32028.371901144732,-0.9131226202576214,0.9089815013328582,-0.8042159541811804,0.7864823728359513,1
0.05862182143611437,67502.68472513533,4079.9615845151525,32522.945667665863,2.2712364769118256,-1.0294460122148679,0.798464377879563,-2.078396438073855,0
1.9626189022635514,70349.96436053398,3103.6808286813093,35701.1638685675,-0.738732663433836,-2.608808393949186,-2.870136389416774,0.21075716476726258,0
1.7015889922009027,60259.38408468488,5751.137389407941,18642.177879886443,-0.9472474676848837,-1.9928881607933118,-1.1093078767032871,-1.077429914246463,0
-1.7828971582842508,101019.21096330733,6039.7776594857505,19545.351123269007,-0.6658206269705997,0.22635595098468086,-1.0151708344396195,-0.4534840253723671,1
-1.2718151795629278,88908.25112884393,2703.055126013769,24156.61859505802,0.7968211030582915,-0.1262678849274692,0.014447703856425903,-1.1320389618279025,0
-2.6444231427839884,89610.70592633313,3801.226969122294,19293.51874443417,1.814103041277859,1.9944066360847794,2.317972992848052,-0.5655248165668112,0
-1.2520359200505025,88927.87896344259,4728.8252106867285,11078.965580320379,-0.19173597106157292,-0.5843139877240677,-0.06756813358598454,-2.2531082650293106,1
